name;lat;long;status;category;wind;pressure;exact_sst_anomaly;year;month;day
Emmy;35.0;-56.8;hurricane;2;90.0;974.0;-0.964758396148682;1976;8;29
Emmy;24.46666666666667;-52.6;hurricane;2;73.33333333333333;984.3333333333334;-0.7911904354890197;1976;8;30
Emmy;26.400000000000002;-51.666666666666664;hurricane;2;75.0;977.3333333333334;-0.6152438918749493;1976;8;31
Emmy;28.475;-49.875;hurricane;1;91.25;968.0;-0.7354252338409422;1976;9;1
Emmy;36.6;-27.95;hurricane;1;72.5;982.0;-0.964758396148682;1976;9;3
Emmy;36.800000000000004;-29.933333333333337;hurricane;1;65.0;991.3333333333334;-1.1147690614064547;1976;9;4
Gloria;29.666666666666668;-60.1;hurricane;1;66.66666666666667;978.6666666666666;-1.5861474672953333;1976;9;29
Gloria;32.6;-59.075;hurricane;1;86.25;974.75;-1.5582447052002;1976;9;30
Gloria;35.45;-54.3;hurricane;2;82.5;988.75;-1.1505289077758776;1976;10;1
Gloria;36.4;-51.7;hurricane;1;70.0;993.0;-1.01462364196777;1976;10;2
Holly;24.9;-58.1;hurricane;1;65.0;990.0;-1.11706805229187;1976;10;24
Holly;27.2;-57.5;hurricane;1;65.0;995.0;-2.01559662818909;1976;10;25
Anita;26.5;-90.6;hurricane;1;65.0;997.0;-1.09220635890961;1977;8;30
Anita;26.25;-91.625;hurricane;1;75.0;987.5;-1.09220635890961;1977;8;31
Anita;25.6;-94.175;hurricane;1;91.25;964.75;-1.09220635890961;1977;9;1
Anita;23.9;-97.625;hurricane;5;120.0;943.75;-0.514643728733063;1977;9;2
Babe;28.7;-91.4;hurricane;1;65.0;995.0;-1.09220635890961;1977;9;5
Clara;35.55;-66.95;hurricane;1;65.0;993.5;-1.17711400985718;1977;9;8
Clara;35.5;-64.6;hurricane;1;65.0;998.0;-1.17711400985718;1977;9;9
Dorothy;36.25;-59.25;hurricane;1;67.5;986.0;0.0465032160282135;1977;9;28
Dorothy;40.1;-55.5;hurricane;1;70.0;984.0;0.4406942625840505;1977;9;29
Evelyn;43.625;-61.025;hurricane;1;68.75;996.75;0.9010649248957656;1977;10;15
Cora;14.0;-43.2;hurricane;1;65.0;990.0;0.163189113140106;1978;8;8
Cora;13.675;-47.725;hurricane;1;73.75;986.5;0.163189113140106;1978;8;9
Ella;29.3;-68.8;hurricane;1;70.0;980.0;-1.06595611572266;1978;8;31
Ella;30.375;-71.3;hurricane;2;102.5;970.75;-1.0689769089221977;1978;9;1
Ella;31.525;-73.025;hurricane;3;88.75;975.25;-1.06998383998871;1978;9;2
Ella;33.525;-71.775;hurricane;1;82.5;977.5;-0.8594059310853492;1978;9;3
Ella;39.175;-64.2;hurricane;3;115.0;958.0;-0.0872042551636696;1978;9;4
Ella;47.06666666666666;-50.06666666666666;hurricane;3;83.33333333333333;971.6666666666666;-0.61998862028122;1978;9;5
Flossie;31.566666666666666;-43.5;hurricane;1;73.33333333333333;985.6666666666666;-1.06998383998871;1978;9;12
Flossie;32.7;-43.0;hurricane;2;80.0;980.5;-1.06998383998871;1978;9;13
Flossie;43.1;-35.9;hurricane;1;65.0;992.0;0.0532636940479278;1978;9;15
Greta;14.0;-77.7;hurricane;1;70.0;989.0;0.12086908519268;1978;9;16
Greta;15.1;-81.26666666666667;hurricane;1;88.33333333333333;974.6666666666666;-0.04002147416273733;1978;9;17
Greta;16.1;-85.05;hurricane;3;107.5;955.0;-0.120466753840446;1978;9;18
Greta;17.0;-88.2;hurricane;2;95.0;964.0;-0.120466753840446;1978;9;19
Kendra;26.2;-74.1;hurricane;1;65.0;995.0;-1.16915714740753;1978;10;29
Kendra;29.1;-72.44999999999999;hurricane;1;67.5;994.0;-1.16915714740753;1978;10;30
Bob;27.7;-91.09999999999998;hurricane;1;65.0;988.3333333333334;-0.246274918317795;1979;7;11
David;11.833333333333334;-50.0;hurricane;1;80.0;966.6666666666666;-0.024993360042572004;1979;8;27
David;12.675;-54.975;hurricane;4;123.75;941.75;-0.024993360042572;1979;8;28
David;14.5;-59.775;hurricane;4;122.5;939.25;-0.017686434090137475;1979;8;29
David;16.125;-64.6;hurricane;4;141.25;925.5;0.0042343437671661;1979;8;30
David;17.225;-68.6;hurricane;5;146.25;927.0;0.0042343437671661;1979;8;31
David;16.3;-61.25;hurricane;4;81.66666666666667;983.0;-0.01037950813770295;1979;9;1
David;22.525;-76.1;hurricane;1;70.0;987.5;0.22218719124794;1979;9;2
David;25.85;-79.275;hurricane;1;82.5;973.75;-0.2260517999529835;1979;9;3
David;29.7;-80.85;hurricane;2;83.75;970.25;-0.695578634738924;1979;9;4
David;32.5;-81.1;hurricane;1;65.0;972.0;-1.01569247245789;1979;9;5
Gloria;25.46666666666667;-37.96666666666667;hurricane;1;66.66666666666667;990.0;-0.17624746759732535;1979;9;7
Gloria;27.775;-40.125;hurricane;1;75.0;985.0;-0.375464797019958;1979;9;8
Gloria;30.15;-42.85;hurricane;1;73.75;985.5;-0.695578634738924;1979;9;9
Frederic;27.9;-61.0;hurricane;1;67.0;990.0;-0.520540606975558;1979;9;10
Frederic;25.660000000000004;-77.36;hurricane;1;80.0;981.6;-0.1449191391468056;1979;9;11
Frederic;29.825;-67.525;hurricane;3;93.75;966.625;-0.695578634738924;1979;9;12
Frederic;33.15714285714286;-63.857142857142854;hurricane;4;87.14285714285714;968.8571428571429;-0.8563684225082421;1979;9;13
Gloria;39.425;-38.65;hurricane;1;75.0;983.0;-0.6852954030036925;1979;9;14
Gloria;43.4;-34.0;hurricane;1;65.0;992.0;-0.592418670654297;1979;9;15
Henri;20.466666666666665;-94.3;hurricane;1;70.0;985.6666666666666;0.517062544822693;1979;9;17
Henri;20.9;-95.0;hurricane;1;65.0;992.0;0.517062544822693;1979;9;18
Allen;12.675;-54.525;hurricane;1;77.5;976.25;-0.235584989190102;1980;8;3
Allen;13.825;-62.0;hurricane;3;120.0;943.25;-0.235584989190102;1980;8;4
Allen;15.65;-69.525;hurricane;5;147.5;924.75;-0.42994392290711403;1980;8;5
Allen;18.825;-76.95;hurricane;5;123.75;952.5;-0.467125006020069;1980;8;6
Allen;20.825;-84.175;hurricane;4;150.0;922.25;-0.384309321641922;1980;8;7
Allen;23.075;-89.85;hurricane;5;132.5;941.25;-0.384309321641922;1980;8;8
Allen;25.025;-94.675;hurricane;5;141.25;915.5;0.020320661365985995;1980;8;9
Allen;26.475;-97.775;hurricane;3;91.25;952.5;0.155197322368622;1980;8;10
Bonnie;24.075;-39.025;hurricane;1;82.5;977.5;-0.24943266063928599;1980;8;16
Bonnie;28.5;-40.125;hurricane;1;67.5;988.75;0.0010988190770150064;1980;8;17
Bonnie;33.35;-40.5;hurricane;1;65.0;990.0;0.4427193477749828;1980;8;18
Bonnie;42.199999999999996;-39.46666666666667;hurricane;1;65.0;991.6666666666666;0.6997172037760416;1980;8;19
Charley;38.675;-65.825;hurricane;1;68.75;990.25;0.44782030582428;1980;8;23
Charley;38.0;-63.1;hurricane;1;65.0;991.0;0.44782030582428;1980;8;24
Georges;29.463636363636365;-41.054545454545455;hurricane;1;70.45454545454545;984.5454545454545;0.6020940027453684;1980;9;8
Earl;25.175;-37.05;hurricane;1;81.25;975.5;0.5056610070168975;1980;9;9
Earl;24.083333333333332;-35.016666666666666;hurricane;1;79.16666666666667;976.6666666666666;0.6081076065699261;1980;9;10
Frances;16.075000000000003;-35.275;hurricane;2;87.5;967.0;0.0092307887971401;1980;9;11
Frances;17.575;-37.325;hurricane;1;80.0;970.0;0.0092307887971401;1980;9;12
Frances;18.9;-41.4;hurricane;1;86.25;967.0;0.0092307887971401;1980;9;13
Frances;20.6;-46.375;hurricane;2;90.0;965.0;-0.03069318551570175;1980;9;14
Frances;24.05;-49.85;hurricane;2;90.0;965.0;-0.06938619539141652;1980;9;15
Frances;29.55;-50.15;hurricane;2;90.0;965.0;-1.018113017082212;1980;9;16
Frances;34.325;-46.875;hurricane;2;83.75;968.25;-0.9357855170965157;1980;9;17
Frances;38.375;-46.075;hurricane;1;80.0;970.5;-0.3756726309657095;1980;9;18
Frances;42.925;-45.075;hurricane;1;68.75;981.0;-0.406659632921219;1980;9;19
Frances;45.7;-41.0;hurricane;1;65.0;988.0;-1.12996113300323;1980;9;20
Ivan;28.925;-31.0;hurricane;1;78.75;980.75;-0.964203119277953;1980;10;6
Ivan;28.95;-31.425;hurricane;2;90.0;970.0;-0.910293221473694;1980;10;7
Ivan;30.85;-36.75;hurricane;2;90.0;970.0;-1.12593281269073;1980;10;8
Ivan;32.75;-40.95;hurricane;2;90.0;972.25;-1.12593281269073;1980;10;9
Ivan;37.15;-39.425;hurricane;2;87.5;978.25;-0.5554909259080872;1980;10;10
Ivan;45.725;-32.3;hurricane;1;68.75;988.25;-0.7683103829622244;1980;10;11
Jeanne;24.1;-87.1;hurricane;1;70.0;989.0;0.899288237094879;1980;11;11
Jeanne;23.9;-88.625;hurricane;2;71.25;992.25;0.899288237094879;1980;11;12
Karl;37.7;-44.7;hurricane;1;65.0;988.0;-1.34764790534973;1980;11;25
Karl;37.075;-43.0;hurricane;1;73.75;985.75;-1.34764790534973;1980;11;26
Karl;39.849999999999994;-35.7;hurricane;1;66.25;989.5;-1.573816657066345;1980;11;27
Dennis;36.3;-73.0;hurricane;1;65.0;995.0;0.134429916739464;1981;8;20
Dennis;37.1;-70.4;hurricane;1;70.0;995.0;0.134429916739464;1981;8;21
Emily;35.8;-62.35;hurricane;1;68.75;973.25;0.08588161319494263;1981;9;4
Emily;35.38;-61.9;hurricane;1;75.0;973.6;0.09895246028900162;1981;9;5
Emily;32.3;-63.412499999999994;hurricane;1;83.125;979.25;0.06414788775146005;1981;9;6
Emily;34.925;-62.0125;hurricane;1;85.0;976.125;0.036751091480255;1981;9;7
Floyd;30.633333333333336;-66.43333333333334;hurricane;2;90.0;994.0;-0.08769532044728601;1981;9;8
Gert;24.8;-74.4;hurricane;1;70.0;996.0;-0.0429573655128479;1981;9;10
Gert;28.3;-72.45;hurricane;1;86.25;989.75;-0.12261034920811663;1981;9;11
Gert;32.875;-67.69999999999999;hurricane;2;83.75;992.0;-0.0597632974386215;1981;9;12
Harvey;21.675;-59.775;hurricane;1;73.75;984.5;-0.0429573655128479;1981;9;13
Harvey;25.825;-62.5;hurricane;2;95.0;966.5;-0.11840886622667324;1981;9;14
Harvey;30.2;-61.6;hurricane;4;107.5;954.75;-0.10166133195161825;1981;9;15
Harvey;34.4;-57.425;hurricane;2;80.0;978.75;1.50532291084528;1981;9;16
Harvey;36.075;-53.15;hurricane;1;65.0;992.75;0.32587543129921;1981;9;17
Harvey;37.3;-49.05;hurricane;1;65.0;996.5;0.32587543129921;1981;9;18
Irene;16.95;-51.525;hurricane;1;76.25;981.75;0.452510833740234;1981;9;25
Irene;20.025;-54.65;hurricane;2;82.5;978.5;0.7823861837387069;1981;9;26
Irene;22.75;-56.9;hurricane;2;92.5;967.5;1.11226153373718;1981;9;27
Irene;26.475;-56.65;hurricane;3;103.75;961.75;1.3417313098907475;1981;9;28
Irene;31.950000000000003;-53.075;hurricane;3;96.25;966.75;1.7784093618392949;1981;9;29
Irene;38.075;-43.625;hurricane;2;77.5;981.25;0.2549311667680743;1981;9;30
Irene;41.3;-36.1;hurricane;1;65.0;989.0;0.0420983731746673;1981;10;1
Katrina;20.0;-80.46666666666665;hurricane;1;70.0;985.3333333333334;-0.7839069763819374;1981;11;5
Katrina;20.9;-79.5;hurricane;1;65.0;996.0;-0.571785092353821;1981;11;6
Alberto;24.0;-83.6;hurricane;1;75.0;985.0;-0.308104783296585;1982;6;3
Alberto;24.8;-83.4;hurricane;1;65.0;992.0;-0.308104783296585;1982;6;4
Debby;27.275;-69.85;hurricane;1;73.75;983.0;-0.220081150531769;1982;9;15
Debby;32.825;-66.4;hurricane;2;95.0;966.0;-0.5735609978437426;1982;9;16
Debby;36.975;-64.925;hurricane;2;96.25;964.5;-0.534729361534119;1982;9;17
Debby;41.0;-59.4;hurricane;4;108.75;954.0;-0.3195135034620765;1982;9;18
Debby;47.7;-48.65;hurricane;2;76.25;980.75;-0.20292932540178302;1982;9;19
Debby;50.8;-39.0;hurricane;1;70.0;987.0;0.298395097255707;1982;9;20
Alicia;27.775;-93.925;hurricane;1;75.0;983.75;0.549992978572845;1983;8;17
Alicia;29.025;-95.1;hurricane;2;93.75;964.75;0.549992978572845;1983;8;18
Barry;25.433333333333334;-97.10000000000001;hurricane;1;68.33333333333333;988.3333333333334;0.549992978572845;1983;8;28
Chantal;32.8;-60.0;hurricane;1;65.0;994.0;0.28331458568573;1983;9;11
Chantal;33.775;-57.075;hurricane;1;65.0;994.0;0.28331458568573;1983;9;12
Diana;30.65;-79.8;hurricane;1;67.5;988.5;0.0050053596496582;1984;9;10
Diana;32.275;-78.55;hurricane;1;93.75;966.25;0.0050053596496582;1984;9;11
Diana;33.95;-77.35;hurricane;4;98.75;962.25;0.0050053596496582;1984;9;12
Diana;33.9;-77.9;hurricane;2;77.5;979.75;0.0050053596496582;1984;9;13
Hortense;29.7;-60.8;hurricane;1;65.0;996.0;-2.01389384269714;1984;9;25
Hortense;30.2;-61.1;hurricane;1;65.0;993.0;-2.0590934753418;1984;9;26
Josephine;27.566666666666666;-72.5;hurricane;1;68.33333333333333;986.3333333333334;-2.01389384269714;1984;10;10
Josephine;29.65;-72.225;hurricane;1;81.25;976.75;-2.03649365901947;1984;10;11
Josephine;32.575;-71.725;hurricane;2;90.0;974.0;-2.0590934753418;1984;10;12
Josephine;35.125;-71.4;hurricane;2;80.0;973.0;-1.572601675987245;1984;10;13
Josephine;36.575;-71.45;hurricane;1;67.5;972.75;-1.08610987663269;1984;10;14
Josephine;36.625;-67.4;hurricane;1;66.25;968.75;-1.08610987663269;1984;10;15
Josephine;39.5;-60.575;hurricane;1;65.0;979.5;-0.9854126274585719;1984;10;16
Josephine;41.3;-56.6;hurricane;1;65.0;988.0;1.11744105815887;1984;10;17
Klaus;19.65;-62.675;hurricane;1;72.5;987.75;0.597742319107056;1984;11;8
Klaus;21.5;-59.775;hurricane;1;80.0;980.75;-0.073183037340641;1984;11;9
Klaus;25.7;-55.9;hurricane;1;76.25;977.25;-0.293007303029299;1984;11;10
Klaus;31.525;-52.65;hurricane;1;71.25;975.75;0.25451123714447027;1984;11;11
Klaus;34.800000000000004;-54.199999999999996;hurricane;1;68.33333333333333;983.0;0.37313831349213933;1984;11;12
Lili;30.8;-52.349999999999994;hurricane;1;70.0;980.0;-0.97540295124054;1984;12;20
Lili;29.25;-52.075;hurricane;1;70.0;980.0;-0.8943572342395785;1984;12;21
Lili;26.4;-53.675;hurricane;1;70.0;980.0;-0.4865418523550035;1984;12;22
Lili;23.6;-57.1;hurricane;1;65.0;987.0;0.65585857629776;1984;12;23
Bob;30.5;-80.5;hurricane;1;65.0;1003.0;-0.146526604890823;1985;7;24
Bob;31.900000000000002;-80.5;hurricane;1;65.0;1002.5;-0.146526604890823;1985;7;25
Claudette;35.333333333333336;-50.13333333333333;hurricane;1;65.0;987.0;-0.378516614437103;1985;8;14
Claudette;31.84444444444445;-69.61111111111111;hurricane;1;73.88888888888889;986.8888888888889;-0.5260965327421822;1985;8;15
Elena;25.45;-85.4;hurricane;1;67.5;992.0;-1.11429464817047;1985;8;29
Elena;27.525;-86.975;hurricane;1;83.75;979.5;-1.11429464817047;1985;8;30
Elena;28.65;-84.925;hurricane;2;90.0;975.5;-1.11429464817047;1985;8;31
Elena;28.725;-84.175;hurricane;2;102.5;962.75;-1.11429464817047;1985;9;1
Elena;29.924999999999997;-87.8;hurricane;3;103.75;957.0;-0.7138669192790981;1985;9;2
Gloria;17.7;-55.3;hurricane;1;65.0;1000.0;-0.663901448249817;1985;9;21
Gloria;17.95;-57.65;hurricane;1;67.5;994.5;-0.663901448249817;1985;9;22
Gloria;20.025;-62.2;hurricane;1;67.5;986.5;-0.714914232492447;1985;9;23
Gloria;22.275;-67.3;hurricane;2;100.0;948.25;-0.765927016735077;1985;9;24
Gloria;25.575;-71.475;hurricane;4;113.75;924.75;-0.4414014965295795;1985;9;25
Gloria;29.525;-75.175;hurricane;2;82.5;943.5;-0.11770115047693276;1985;9;26
Gloria;37.46666666666667;-74.61666666666666;hurricane;2;84.16666666666667;950.3333333333334;0.9716101363301303;1985;9;27
Juan;28.775;-91.925;hurricane;1;71.25;975.0;2.24771976470947;1985;10;28
Juan;29.25;-91.775;hurricane;1;68.75;974.0;2.24771976470947;1985;10;29
Kate;21.1;-65.3;hurricane;1;70.0;987.0;-1.12658095359802;1985;11;16
Kate;20.725;-67.125;hurricane;1;76.25;981.0;-1.12658095359802;1985;11;17
Kate;21.625;-72.55;hurricane;1;81.25;974.5;-1.12658095359802;1985;11;18
Kate;22.525;-79.325;hurricane;2;90.0;970.5;-1.12658095359802;1985;11;19
Kate;24.925;-84.825;hurricane;2;97.5;962.75;-0.958178251981734;1985;11;20
Kate;28.360000000000003;-86.22;hurricane;3;94.0;962.8;-0.6353265643119812;1985;11;21
Kate;30.85;-84.3;hurricane;1;72.5;979.0;-0.017530620098114;1985;11;22
Bonnie;27.7;-92.2;hurricane;1;65.0;1001.0;0.0369343310594558;1986;6;25
Bonnie;29.175;-93.775;hurricane;1;71.25;994.0;0.0369343310594558;1986;6;26
Charley;34.833333333333336;-76.43333333333334;hurricane;1;65.0;989.6666666666666;0.19941862424214665;1986;8;17
Charley;36.95;-75.5;hurricane;1;67.5;988.5;0.575004398822784;1986;8;18
Earl;25.0;-53.4;hurricane;1;70.0;999.0;-0.0564862228929996;1986;9;11
Earl;26.475;-54.574999999999996;hurricane;1;82.5;990.5;-0.0564862228929996;1986;9;12
Earl;29.125;-55.1;hurricane;2;90.0;983.0;-0.0394582329317927;1986;9;13
Earl;30.525;-52.75;hurricane;2;90.0;980.0;0.011625736951828;1986;9;14
Earl;29.8;-50.35;hurricane;2;88.75;980.75;-0.022430242970585802;1986;9;15
Earl;29.075;-48.925;hurricane;1;77.5;983.5;0.397316813468933;1986;9;16
Earl;31.125;-50.45;hurricane;1;71.25;985.5;0.3946319669485092;1986;9;17
Earl;37.325;-48.975;hurricane;1;66.25;988.5;0.7129660993814475;1986;9;18
Frances;27.766666666666666;-59.76666666666667;hurricane;1;71.66666666666667;1000.3333333333334;-1.67168128490448;1986;11;20
Frances;29.4;-58.1;hurricane;1;67.5;1001.5;-1.67168128490448;1986;11;21
Arlene;38.0;-42.833333333333336;hurricane;1;65.0;987.3333333333334;1.77394127845764;1987;8;22
Arlene;45.125;-37.375;hurricane;1;65.0;987.5;2.2373596429824802;1987;8;23
Emily;15.9;-67.7;hurricane;1;93.33333333333333;969.0;0.42644897103309604;1987;9;22
Emily;18.366666666666667;-70.96666666666667;hurricane;3;90.0;969.6666666666666;0.42644897103309604;1987;9;23
Emily;32.475;-64.325;hurricane;1;76.25;976.75;1.557367265224458;1987;9;25
Emily;41.333333333333336;-48.833333333333336;hurricane;1;70.0;979.3333333333334;0.8973790804545086;1987;9;26
Floyd;24.599999999999998;-81.63333333333334;hurricane;1;65.0;993.0;0.780305465062459;1987;10;12
Debby;20.8;-96.6;hurricane;1;65.0;992.0;-0.689678847789764;1988;9;2
Debby;20.7;-97.3;hurricane;1;65.0;987.0;-0.689678847789764;1988;9;3
Florence;27.95;-89.25;hurricane;1;67.5;983.5;-1.19721114635468;1988;9;9
Florence;28.9;-89.3;hurricane;1;70.0;983.5;-1.19721114635468;1988;9;10
Gilbert;16.1;-68.75;hurricane;1;85.0;979.0;0.274200260639191;1988;9;11
Gilbert;17.48;-74.94;hurricane;3;110.0;961.2;0.274200260639191;1988;9;12
Gilbert;18.725;-80.45;hurricane;3;122.5;937.75;0.274200260639191;1988;9;13
Gilbert;20.32;-86.08;hurricane;5;146.0;898.8;-0.304127204418182;1988;9;14
Gilbert;21.725;-91.175;hurricane;3;91.25;948.25;-0.689678847789764;1988;9;15
Gilbert;23.439999999999998;-95.86;hurricane;3;110.0;949.6;0.0725165233016014;1988;9;16
Gilbert;24.4;-98.2;hurricane;1;80.0;964.0;0.0725165233016014;1988;9;17
Helene;12.25;-39.349999999999994;hurricane;1;72.5;990.5;0.0941904187202453;1988;9;21
Helene;13.1;-41.875;hurricane;1;91.25;968.5;0.0941904187202453;1988;9;22
Helene;14.5;-45.125;hurricane;3;117.5;943.75;-0.03761769086122527;1988;9;23
Helene;17.0;-47.725;hurricane;4;116.25;946.5;-0.433042019605637;1988;9;24
Helene;19.75;-49.075;hurricane;3;96.25;964.0;-0.1802627481520178;1988;9;25
Helene;23.975;-49.85;hurricane;2;82.5;973.75;0.22047653980553156;1988;9;26
Helene;29.0;-51.725;hurricane;1;75.0;978.5;0.846521347761154;1988;9;27
Helene;33.225;-50.575;hurricane;1;80.0;975.75;1.39301562309265;1988;9;28
Helene;39.3;-45.35;hurricane;2;85.0;973.0;0.976501286029815;1988;9;29
Helene;48.2;-36.65;hurricane;1;65.0;987.5;0.48877553641796356;1988;9;30
Joan;11.575;-75.325;hurricane;1;72.5;985.25;0.0828017145395279;1988;10;18
Joan;11.3;-78.05;hurricane;2;100.0;964.75;0.0828017145395279;1988;10;19
Joan;11.2;-79.625;hurricane;3;82.5;966.75;0.0828017145395279;1988;10;20
Joan;11.6;-81.0;hurricane;1;93.75;964.5;0.0828017145395279;1988;10;21
Joan;11.92;-83.66;hurricane;4;112.0;944.0;0.0828017145395279;1988;10;22
Chantal;28.925;-93.75;hurricane;1;68.75;987.0;0.328809589147568;1989;8;1
Dean;17.6;-58.8;hurricane;1;67.5;993.0;-0.647758781909943;1989;8;2
Dean;19.1;-62.125;hurricane;1;72.5;986.75;-0.647758781909943;1989;8;3
Dean;20.75;-63.849999999999994;hurricane;1;75.0;985.25;-0.193974614143372;1989;8;4
Dean;24.175;-63.875;hurricane;1;75.0;981.5;-0.063278563320637;1989;8;5
Dean;30.0;-64.75;hurricane;1;80.0;975.75;0.736740514636039;1989;8;6
Dean;36.625;-64.2;hurricane;2;86.25;972.0;1.36991995573044;1989;8;7
Dean;42.900000000000006;-60.900000000000006;hurricane;1;70.0;976.5;0.958433032035828;1989;8;8
Erin;29.25;-44.85;hurricane;1;67.5;984.5;1.49333679676056;1989;8;22
Erin;31.175;-46.1;hurricane;1;76.25;978.0;1.380863904953;1989;8;23
Erin;33.775;-44.725;hurricane;2;87.5;970.75;1.015233367681501;1989;8;24
Erin;38.375;-40.375;hurricane;2;88.75;970.25;-0.1085539683699607;1989;8;25
Erin;45.8;-35.5;hurricane;1;72.5;981.25;0.2703740149736405;1989;8;26
Gabrielle;12.100000000000001;-34.25;hurricane;1;65.0;987.0;-0.213818520307541;1989;9;1
Gabrielle;14.125;-41.175;hurricane;1;82.5;975.25;-0.213818520307541;1989;9;2
Gabrielle;16.04;-48.54;hurricane;2;102.0;949.2;0.295149087905884;1989;9;3
Gabrielle;17.75;-53.2;hurricane;3;112.5;940.25;0.295149087905884;1989;9;4
Felix;27.17142857142857;-53.25714285714286;hurricane;1;101.42857142857143;959.4285714285714;0.3353995765958516;1989;9;5
Felix;30.4375;-53.55;hurricane;1;96.875;962.25;0.5213017761707309;1989;9;6
Felix;30.32;-57.5;hurricane;1;96.0;956.0;1.1558432102203369;1989;9;7
Gabrielle;34.325;-59.625;hurricane;2;87.5;959.25;0.6496028304100022;1989;9;8
Gabrielle;38.15;-59.95;hurricane;1;68.75;986.0;-0.0816582441329956;1989;9;9
Gabrielle;39.1;-60.3;hurricane;1;65.0;990.0;-0.0816582441329956;1989;9;10
Hugo;12.8;-43.5;hurricane;1;65.0;987.0;-0.213818520307541;1989;9;13
Hugo;13.175;-47.025;hurricane;1;81.25;977.25;-0.213818520307541;1989;9;14
Hugo;14.15;-52.575;hurricane;3;118.75;944.25;-0.213818520307541;1989;9;15
Hugo;15.275;-57.8;hurricane;4;126.25;932.75;-0.37690356373786876;1989;9;16
Hugo;16.46;-61.839999999999996;hurricane;4;122.0;943.8;-0.25360357761383;1989;9;17
Hugo;18.1;-65.28;hurricane;4;115.0;944.6;-0.25360357761383;1989;9;18
Hugo;21.15;-67.675;hurricane;3;92.5;962.75;0.3450260013341905;1989;9;19
Hugo;24.85;-70.65;hurricane;2;92.5;956.25;1.065250128507612;1989;9;20
Hugo;28.6;-75.475;hurricane;3;107.5;948.0;1.4541099965572326;1989;9;21
Hugo;32.666666666666664;-79.63333333333333;hurricane;4;108.33333333333333;940.3333333333334;1.05864679813385;1989;9;22
Jerry;28.35;-94.69999999999999;hurricane;1;67.5;984.0;1.58593106269836;1989;10;15
Jerry;29.15;-95.0;hurricane;1;75.0;983.0;1.58593106269836;1989;10;16
Bertha;30.766666666666666;-72.93333333333334;hurricane;1;65.0;989.0;-0.672600626945496;1990;7;29
Bertha;35.2;-67.9;hurricane;1;65.0;982.0;-0.008913606405258512;1990;7;30
